Application Date,Country,YOE,Seniority,Technology,Code Challenge Score,Technical Interview Score,approved
2018-04-02,New Zealand,28,Junior,Security,4,7,False
2018-12-06,Martinique,17,Mid-Level,DevOps,2,10,False
2018-07-22,Sri Lanka,9,Intern,QA Manual,5,3,False
2020-06-03,Togo,2,Mid-Level,Development - CMS Backend,4,3,False
2019-02-13,Croatia,23,Intern,Business Intelligence,6,10,False
2019-10-13,Guyana,15,Intern,Social Media Community Management,9,7,False
2020-01-02,Serbia,9,Architect,Salesforce,4,1,False
2021-10-10,South Georgia and the South Sandwich Islands,25,Senior,Social Media Community Management,0,2,False
2021-11-18,Cyprus,25,Intern,Data Engineer,2,2,False
2018-07-20,Saint Barthelemy,18,Senior,QA Manual,4,9,False
2019-10-08,Congo,2,Senior,QA Automation,9,9,True
2021-06-12,Oman,27,Senior,System Administration,6,0,False
2018-02-27,Wallis and Futuna,25,Trainee,Mulesoft,3,5,False
2019-03-08,Guam,25,Senior,QA Manual,3,0,False
2020-08-14,Israel,19,Junior,Development - FullStack,8,10,True
2019-04-08,Liberia,22,Architect,System Administration,1,7,False
2019-02-21,Namibia,20,Trainee,Security Compliance,10,0,False
2020-07-25,Wallis and Futuna,24,Intern,Security,10,0,False
2020-06-14,Congo,28,Lead,Sales,1,6,False
2022-03-24,South Georgia and the South Sandwich Islands,12,Senior,Adobe Experience Manager,2,0,False
2018-02-27,Iceland,2,Architect,Sales,3,6,False
2019-04-17,Syrian Arab Republic,12,Trainee,DevOps,9,4,False
2018-11-03,Syrian Arab Republic,21,Junior,Development - CMS Backend,9,9,True
2021-12-16,Sri Lanka,17,Intern,Data Engineer,8,0,False
2019-03-28,Liechtenstein,2,Junior,Security,9,4,False
2019-09-08,El Salvador,17,Lead,Development - CMS Backend,2,7,False
2021-02-12,Ecuador,18,Intern,Game Development,5,0,False
2020-06-26,Romania,20,Architect,QA Automation,3,8,False
2021-05-14,Burundi,4,Mid-Level,Mulesoft,4,4,False
2019-02-08,Greece,21,Trainee,DevOps,10,8,True
2020-12-23,Colombia,26,Trainee,Adobe Experience Manager,6,2,False
2021-02-16,Botswana,7,Senior,Game Development,4,7,False
2022-05-10,Bangladesh,2,Lead,Security Compliance,1,3,False
2019-06-22,Vanuatu,24,Architect,Security,9,0,False
2018-10-04,Tunisia,5,Architect,Client Success,6,4,False
2021-05-27,Slovakia (Slovak Republic),12,Trainee,Game Development,1,6,False
2022-06-13,Cambodia,23,Trainee,Technical Writing,6,4,False
2019-10-14,Benin,26,Lead,System Administration,1,0,False
2019-02-06,Samoa,17,Trainee,Development - CMS Frontend,8,10,True
2019-02-04,Cocos (Keeling) Islands,9,Intern,Business Analytics / Project Management,6,10,False
2020-02-21,Germany,3,Lead,Security,4,4,False
2020-09-29,Nigeria,22,Senior,Mulesoft,8,3,False
2019-02-03,Montserrat,27,Lead,QA Automation,1,9,False
2020-03-24,Norfolk Island,9,Intern,Business Analytics / Project Management,7,8,False
2018-01-17,Virgin Islands U.S.,15,Architect,System Administration,8,6,False
2021-01-15,Pakistan,5,Mid-Level,Client Success,5,3,False
2018-02-13,Portugal,0,Mid-Level,Development - Frontend,1,2,False
2018-05-16,Libyan Arab Jamahiriya,8,Intern,Game Development,10,4,False
2019-04-17,Georgia,3,Senior,Game Development,5,8,False
2021-08-22,Poland,19,Intern,Sales,10,5,False
2022-02-13,French Polynesia,23,Mid-Level,DevOps,7,6,False
2018-12-29,Turkey,7,Intern,Development - Frontend,8,9,True
2021-09-05,Falkland Islands (Malvinas),14,Lead,Mulesoft,7,0,False
2018-10-04,Central African Republic,6,Senior,Business Intelligence,6,2,False
2022-06-05,Netherlands Antilles,3,Trainee,DevOps,4,4,False
2021-05-30,Uganda,30,Mid-Level,Game Development,4,5,False
2021-07-11,Croatia,15,Senior,Database Administration,0,6,False
2021-12-04,Nauru,1,Senior,Social Media Community Management,4,5,False
2022-05-04,Mauritius,16,Intern,Client Success,2,6,False
2019-09-13,Iraq,15,Trainee,Game Development,10,4,False
2019-06-23,Tonga,8,Junior,Design,4,9,False
2019-04-23,British Indian Ocean Territory (Chagos Archipelago),30,Senior,Database Administration,0,5,False
2020-12-10,Taiwan,18,Trainee,Security,1,1,False
2020-03-10,Cote d'Ivoire,7,Senior,Adobe Experience Manager,4,9,False
2018-08-01,Virgin Islands British,8,Trainee,Business Analytics / Project Management,4,3,False
2021-06-02,Bhutan,28,Trainee,Client Success,10,7,False
2020-02-05,Falkland Islands (Malvinas),14,Junior,Salesforce,8,8,True
2021-12-16,New Caledonia,20,Architect,Database Administration,8,0,False
2019-12-20,Uganda,9,Mid-Level,System Administration,2,1,False
2019-12-03,Greece,29,Architect,Development - Frontend,5,8,False
2022-04-01,Kuwait,25,Trainee,Development - CMS Frontend,4,8,False
2021-09-02,Greece,30,Junior,System Administration,1,3,False
2020-02-09,Bosnia and Herzegovina,0,Architect,Sales,10,0,False
2019-10-04,Maldives,15,Trainee,Technical Writing,2,0,False
2021-09-12,United Arab Emirates,10,Intern,Data Engineer,0,2,False
2019-09-03,Tunisia,18,Junior,Business Intelligence,2,10,False
2021-06-17,Greece,21,Senior,Security,1,1,False
2021-06-23,French Guiana,13,Senior,Data Engineer,1,2,False
2018-11-24,French Guiana,26,Intern,Salesforce,10,5,False
2019-12-02,British Indian Ocean Territory (Chagos Archipelago),24,Intern,Development - CMS Backend,6,8,False
2021-09-11,Uruguay,15,Trainee,Business Intelligence,10,0,False
2020-06-24,Kuwait,4,Trainee,Security Compliance,7,3,False
2020-09-14,Turkmenistan,24,Lead,Development - FullStack,10,2,False
2018-04-06,Kyrgyz Republic,3,Mid-Level,DevOps,5,8,False
2022-03-07,Timor-Leste,1,Senior,QA Manual,6,6,False
2022-05-30,Cuba,10,Lead,Sales,8,2,False
2018-12-03,Afghanistan,2,Architect,Game Development,10,7,False
2020-04-16,Libyan Arab Jamahiriya,5,Mid-Level,QA Automation,6,7,False
2021-05-07,Fiji,26,Junior,Client Success,2,0,False
2021-08-27,Cuba,7,Trainee,Social Media Community Management,0,4,False
2022-03-26,Philippines,2,Junior,QA Manual,4,9,False
2019-07-16,Montenegro,3,Mid-Level,Salesforce,5,7,False
2018-06-30,Argentina,8,Trainee,Development - FullStack,6,6,False
2020-12-22,Zambia,26,Architect,Development - CMS Frontend,3,0,False
2021-05-12,Netherlands,27,Trainee,Design,7,0,False
2018-12-22,Ireland,29,Junior,Game Development,2,6,False
2019-07-13,Papua New Guinea,6,Junior,Data Engineer,9,8,True
2018-02-04,Niue,7,Lead,Development - CMS Backend,9,1,False
2021-02-05,Philippines,27,Junior,Development - FullStack,0,0,False
2022-04-26,Maldives,25,Intern,Database Administration,4,6,False
2020-01-17,Croatia,29,Junior,Development - Backend,1,6,False
2020-11-05,Tonga,29,Lead,Security Compliance,2,7,False
2019-03-07,Togo,10,Trainee,Database Administration,10,10,True
2020-09-26,Albania,24,Intern,Data Engineer,4,6,False
2020-05-29,Yemen,28,Trainee,Security Compliance,4,2,False
2020-01-20,Vietnam,24,Mid-Level,QA Automation,8,2,False
2018-01-23,Zambia,12,Mid-Level,Technical Writing,6,3,False
2022-02-20,Lebanon,25,Lead,Database Administration,3,3,False
2021-11-12,Armenia,14,Senior,Mulesoft,4,0,False
2020-07-19,Benin,7,Lead,Development - FullStack,3,9,False
2018-05-05,Madagascar,7,Lead,Development - Frontend,9,7,False
2020-11-05,Belize,27,Lead,Development - CMS Backend,3,4,False
2021-10-27,Hungary,15,Intern,Security,4,0,False
2019-07-10,Equatorial Guinea,2,Intern,Development - CMS Backend,7,8,False
2021-11-06,Bosnia and Herzegovina,3,Architect,Development - CMS Frontend,3,6,False
2019-03-11,Iraq,25,Junior,QA Manual,4,1,False
2021-12-24,Turkmenistan,2,Junior,Client Success,8,8,True
2018-12-26,Kyrgyz Republic,15,Mid-Level,Data Engineer,5,0,False
2018-05-14,Eritrea,20,Intern,Development - Frontend,0,3,False
2021-10-07,Djibouti,20,Intern,Development - CMS Backend,9,10,True
2021-06-15,India,24,Junior,Business Analytics / Project Management,5,9,False
2018-12-27,Estonia,13,Trainee,Data Engineer,1,7,False
2022-01-23,Maldives,2,Junior,Development - Backend,2,8,False
2021-03-02,Saint Helena,10,Architect,System Administration,3,5,False
2020-10-20,Azerbaijan,2,Mid-Level,Security,1,3,False
2018-09-25,Botswana,21,Intern,DevOps,3,0,False
2021-05-26,Rwanda,29,Senior,QA Manual,8,9,True
2018-12-02,Lesotho,4,Senior,Mulesoft,7,10,False
2019-09-05,Belarus,27,Mid-Level,QA Automation,10,3,False
2022-01-15,Bhutan,17,Senior,QA Manual,5,8,False
2019-03-25,Egypt,12,Junior,QA Automation,8,8,True
2018-08-10,Italy,24,Architect,Development - Frontend,4,10,False
2020-04-16,Saint Kitts and Nevis,7,Lead,Development - Backend,2,10,False
2020-01-30,Netherlands Antilles,6,Mid-Level,Sales,10,9,True
2022-03-15,Saint Helena,28,Mid-Level,Development - CMS Backend,1,5,False
2020-12-21,Tanzania,22,Mid-Level,QA Manual,0,10,False
2018-01-11,Sudan,8,Junior,DevOps,3,4,False
2018-09-08,Mali,22,Trainee,Security,3,0,False
2018-06-11,Vanuatu,18,Junior,Development - FullStack,4,4,False
2022-05-19,Iceland,23,Trainee,Game Development,2,7,False
2020-07-11,Liberia,5,Architect,Salesforce,4,2,False
2020-01-31,Sierra Leone,15,Intern,Sales,7,9,False
2018-08-16,Democratic People's Republic of Korea,29,Junior,DevOps,3,8,False
2018-12-11,Samoa,13,Trainee,Development - CMS Backend,8,5,False
2022-01-29,Argentina,1,Mid-Level,Game Development,5,6,False
2020-12-22,Cape Verde,9,Mid-Level,Data Engineer,2,8,False
2019-03-13,Burkina Faso,10,Intern,Sales,10,9,True
2018-10-13,Svalbard & Jan Mayen Islands,28,Junior,Security Compliance,6,8,False
2020-08-29,Indonesia,17,Trainee,Game Development,1,6,False
2019-08-18,Taiwan,15,Mid-Level,Sales,5,6,False
2022-06-19,Saint Martin,3,Trainee,Development - Frontend,8,0,False
2021-03-30,Uzbekistan,5,Trainee,Sales,3,0,False
2019-07-02,Holy See (Vatican City State),23,Mid-Level,Adobe Experience Manager,6,7,False
2019-03-09,Rwanda,19,Junior,DevOps,7,10,False
2019-05-27,Aruba,11,Junior,Client Success,4,4,False
2022-02-24,Australia,1,Junior,Data Engineer,4,1,False
2020-01-07,Belize,26,Junior,Adobe Experience Manager,4,9,False
2021-08-31,Turkmenistan,22,Lead,Social Media Community Management,3,5,False
2019-01-15,Poland,30,Trainee,Database Administration,7,8,False
2018-06-02,Chile,21,Senior,Business Intelligence,7,10,False
2019-05-07,Iraq,27,Intern,Development - CMS Frontend,7,9,False
2019-09-30,Denmark,19,Architect,DevOps,2,6,False
2018-02-04,Morocco,0,Lead,Development - FullStack,8,7,False
2020-01-17,Tuvalu,10,Intern,Game Development,7,5,False
2022-06-21,Montserrat,6,Senior,System Administration,9,0,False
2019-10-20,Honduras,29,Junior,Game Development,6,6,False
2021-11-14,Italy,7,Trainee,Business Analytics / Project Management,8,6,False
2021-10-23,Taiwan,30,Architect,Data Engineer,8,9,True
2018-09-03,Sao Tome and Principe,4,Junior,Security Compliance,8,1,False
2020-06-11,Saudi Arabia,6,Senior,Sales,5,10,False
2018-02-10,Cook Islands,25,Trainee,Development - FullStack,3,2,False
2018-06-16,Panama,10,Architect,DevOps,1,7,False
2018-04-26,Estonia,28,Mid-Level,Client Success,5,8,False
2020-11-24,Faroe Islands,6,Senior,Mulesoft,4,9,False
2019-04-06,Brazil,5,Trainee,Salesforce,0,4,False
2019-11-03,Azerbaijan,6,Trainee,Development - FullStack,4,0,False
2019-12-08,Malaysia,4,Trainee,Sales,5,7,False
2022-02-17,Dominica,10,Lead,Technical Writing,8,2,False
2020-02-04,Denmark,23,Mid-Level,Development - CMS Frontend,10,9,True
2020-04-12,Japan,9,Senior,Social Media Community Management,4,10,False
2019-05-09,Latvia,28,Mid-Level,Data Engineer,3,2,False
2021-09-25,Japan,12,Architect,Data Engineer,3,9,False
2018-07-02,Anguilla,5,Trainee,Data Engineer,7,4,False
2019-01-19,British Indian Ocean Territory (Chagos Archipelago),26,Junior,Development - CMS Frontend,4,1,False
2020-02-04,Dominican Republic,28,Trainee,Social Media Community Management,1,4,False
2018-10-07,Nauru,14,Lead,Sales,9,1,False
2020-01-27,Burundi,9,Mid-Level,QA Manual,6,10,False
2020-01-15,Mayotte,11,Senior,DevOps,3,1,False
2018-07-26,Brunei Darussalam,5,Architect,Game Development,7,8,False
2021-10-22,Oman,2,Lead,Game Development,5,10,False
2022-02-02,Czech Republic,3,Mid-Level,Data Engineer,10,6,False
2022-01-12,Virgin Islands British,11,Trainee,DevOps,5,5,False
2020-03-10,Saint Martin,30,Intern,Salesforce,2,1,False
2018-08-05,Saint Pierre and Miquelon,17,Lead,System Administration,2,2,False
2018-03-05,Gambia,24,Intern,Development - Backend,4,6,False
2021-12-02,Cayman Islands,20,Trainee,DevOps,7,4,False
2021-12-29,Costa Rica,27,Architect,Development - FullStack,2,3,False
2021-08-07,United States Minor Outlying Islands,5,Junior,Client Success,6,8,False
2021-02-01,British Indian Ocean Territory (Chagos Archipelago),23,Mid-Level,Technical Writing,3,5,False
2019-10-03,Israel,11,Lead,Database Administration,2,1,False
2020-10-11,French Guiana,9,Junior,Salesforce,9,8,True
2021-06-06,Algeria,18,Mid-Level,Business Analytics / Project Management,5,7,False
2021-05-19,Papua New Guinea,16,Mid-Level,Security Compliance,6,4,False
2018-10-08,Martinique,3,Junior,Database Administration,6,1,False
2021-01-23,Spain,8,Architect,Development - CMS Backend,1,6,False
2018-09-29,Angola,21,Architect,Business Intelligence,0,4,False
2019-05-02,Azerbaijan,6,Mid-Level,QA Automation,9,9,True
2022-01-22,Peru,28,Trainee,Development - CMS Frontend,6,9,False
2021-07-22,Guyana,12,Intern,Security,6,8,False
2019-11-05,Bouvet Island (Bouvetoya),2,Junior,Technical Writing,5,10,False
2019-09-05,Bahrain,7,Trainee,Development - CMS Backend,9,7,False
2018-06-19,Palestinian Territory,30,Lead,Game Development,8,5,False
2019-05-18,Guadeloupe,5,Trainee,Technical Writing,1,1,False
2018-11-18,Suriname,29,Trainee,Business Intelligence,0,2,False
2020-05-05,Indonesia,27,Intern,Development - CMS Frontend,8,2,False
2020-06-23,Niue,5,Trainee,QA Automation,1,2,False
2020-06-10,Tajikistan,13,Architect,DevOps,2,2,False
2019-04-10,Slovenia,12,Lead,DevOps,8,0,False
2019-11-09,Grenada,3,Architect,Database Administration,8,6,False
2018-12-27,Turkmenistan,15,Architect,Game Development,10,2,False
2018-08-11,Rwanda,29,Lead,Business Intelligence,7,9,False
2019-06-11,Philippines,8,Mid-Level,Business Intelligence,7,8,False
2020-03-03,Luxembourg,30,Senior,Data Engineer,8,3,False
2018-01-23,Thailand,2,Trainee,Social Media Community Management,7,7,False
2021-05-06,Mauritius,17,Mid-Level,Development - FullStack,5,9,False
2020-02-19,Pitcairn Islands,6,Architect,Development - CMS Backend,5,5,False
2018-10-22,Saint Barthelemy,19,Architect,Development - CMS Backend,2,2,False
2018-09-24,Taiwan,27,Mid-Level,Technical Writing,6,0,False
2018-04-08,Bhutan,13,Architect,Data Engineer,2,9,False
2022-01-15,Iraq,23,Mid-Level,Development - Frontend,9,0,False
2018-12-13,Cook Islands,17,Junior,Database Administration,1,9,False
2021-02-04,Lithuania,4,Senior,Development - CMS Frontend,3,0,False
2018-01-16,Liberia,6,Architect,Security Compliance,9,1,False
2018-08-14,Uzbekistan,15,Architect,Adobe Experience Manager,9,4,False
2019-11-16,Uzbekistan,24,Junior,Game Development,9,3,False
2018-12-15,Cayman Islands,5,Junior,Business Intelligence,1,1,False
2021-09-08,Jamaica,8,Intern,Development - CMS Backend,4,0,False
2021-06-10,Sweden,17,Mid-Level,Development - CMS Frontend,4,10,False
2020-10-12,Chile,11,Lead,Development - Frontend,2,7,False
2018-02-14,Guadeloupe,24,Mid-Level,Client Success,1,5,False
2020-01-30,Central African Republic,3,Trainee,Social Media Community Management,1,3,False
2021-02-13,Thailand,27,Intern,Sales,10,4,False
2020-12-29,Mongolia,11,Mid-Level,Development - Frontend,5,6,False
2020-09-05,El Salvador,20,Junior,Security Compliance,3,5,False
2018-11-30,Germany,22,Mid-Level,Development - CMS Backend,3,10,False
2021-02-16,Netherlands,18,Lead,Development - Frontend,2,9,False
2021-04-07,Bhutan,11,Architect,Mulesoft,4,6,False
2019-08-20,Christmas Island,13,Mid-Level,Development - CMS Backend,8,7,False
2019-02-12,Ethiopia,7,Intern,Salesforce,8,2,False
2018-04-19,Martinique,25,Mid-Level,Adobe Experience Manager,8,0,False
2018-01-07,Guadeloupe,2,Trainee,Game Development,0,4,False
2018-11-13,Guatemala,30,Lead,Adobe Experience Manager,1,2,False
2020-10-21,Malaysia,27,Junior,Security,10,8,True
2019-07-07,Spain,23,Lead,DevOps,6,0,False
2020-07-24,Falkland Islands (Malvinas),9,Lead,DevOps,2,6,False
2019-12-21,Jamaica,11,Trainee,Development - CMS Frontend,4,3,False
2020-09-15,Zimbabwe,21,Lead,DevOps,0,3,False
2019-10-26,Honduras,13,Lead,Game Development,0,0,False
2020-07-16,Hungary,11,Trainee,Development - Backend,10,7,False
2019-02-26,Italy,3,Architect,Adobe Experience Manager,5,1,False
2020-07-07,Cyprus,25,Architect,Development - FullStack,6,6,False
2019-03-19,Iceland,27,Architect,Technical Writing,0,3,False
2018-07-09,Jamaica,24,Lead,Technical Writing,2,5,False
2018-09-27,Chile,18,Trainee,Security Compliance,7,0,False
2021-10-08,Gambia,5,Lead,Salesforce,6,7,False
2021-06-13,Fiji,16,Lead,Technical Writing,7,0,False
2022-06-13,Honduras,30,Architect,Development - CMS Backend,1,6,False
2018-01-09,Niger,18,Junior,Salesforce,7,7,False
2022-04-23,Dominica,14,Senior,Development - Frontend,9,2,False
2020-01-10,Isle of Man,7,Junior,Technical Writing,1,2,False
2018-08-13,Mauritius,27,Mid-Level,Security,1,10,False
2020-05-26,Czech Republic,11,Lead,Adobe Experience Manager,6,4,False
2019-07-24,Martinique,29,Lead,Development - FullStack,4,6,False
2018-10-19,Ireland,23,Trainee,Development - Backend,8,1,False
2018-06-13,Jersey,8,Senior,Mulesoft,2,2,False
2018-10-21,United Kingdom,0,Intern,Business Analytics / Project Management,5,2,False
2019-03-28,Hong Kong,27,Trainee,Client Success,1,2,False
2021-03-30,Northern Mariana Islands,5,Mid-Level,Business Intelligence,2,5,False
2020-06-08,Portugal,28,Lead,DevOps,1,7,False
2020-01-20,Fiji,15,Mid-Level,QA Automation,6,10,False
2020-12-09,Czech Republic,1,Mid-Level,System Administration,3,9,False
2021-03-27,Ecuador,5,Trainee,Business Intelligence,7,10,False
2022-02-10,Libyan Arab Jamahiriya,22,Junior,Business Intelligence,1,7,False
2019-12-20,Guam,8,Trainee,DevOps,2,5,False
2021-04-24,Lebanon,25,Lead,Development - Backend,6,3,False
2018-11-30,Djibouti,19,Architect,Database Administration,0,8,False
2019-02-10,Serbia,10,Architect,Development - FullStack,2,9,False
2018-06-13,United States of America,22,Trainee,System Administration,6,7,False
2020-08-24,Bolivia,2,Trainee,Database Administration,9,0,False
2018-04-09,Iraq,6,Senior,Salesforce,2,4,False
2021-03-01,Uruguay,16,Architect,QA Manual,10,2,False
2021-10-15,Bahamas,11,Senior,Security,5,6,False
2022-04-20,Belgium,20,Intern,Design,0,0,False
2020-09-16,Saint Pierre and Miquelon,20,Senior,QA Automation,3,4,False
2018-09-07,Jersey,2,Mid-Level,DevOps,0,1,False
2021-09-16,Latvia,16,Junior,Sales,4,4,False
2019-07-12,Barbados,4,Mid-Level,Game Development,7,6,False
2018-02-21,Iran,22,Intern,DevOps,5,0,False
2020-09-16,Gambia,8,Junior,Database Administration,3,10,False
2020-12-28,Moldova,19,Trainee,Security Compliance,1,5,False
2018-10-29,United Arab Emirates,13,Mid-Level,Salesforce,7,9,False
2022-02-08,Germany,19,Architect,System Administration,4,5,False
2020-11-24,Democratic People's Republic of Korea,14,Mid-Level,Business Intelligence,9,10,True
2018-10-07,Burkina Faso,10,Lead,Development - CMS Frontend,7,2,False
2019-11-17,Spain,22,Architect,Game Development,3,1,False
2022-01-13,Argentina,6,Intern,Development - FullStack,7,3,False
2022-05-07,Malawi,13,Junior,Business Intelligence,4,0,False
2018-10-22,Cyprus,0,Senior,Mulesoft,0,8,False
2020-06-05,Ecuador,1,Senior,Client Success,10,6,False
2018-02-04,Haiti,16,Mid-Level,Mulesoft,5,5,False
2022-04-26,Burkina Faso,29,Mid-Level,Social Media Community Management,3,2,False
2021-07-17,Mongolia,10,Junior,Development - Backend,2,6,False
2018-11-06,Hungary,28,Intern,QA Manual,9,7,False
2022-05-15,Somalia,24,Mid-Level,DevOps,5,10,False
2020-07-01,Portugal,24,Architect,Game Development,0,5,False
